id,event_type,event_cause,start_datetime,latitude,longitude,corridor,zone,junction,priority,requires_road_closure,hour,day_of_week,month,is_weekend,duration_hours,duration_known,duration_bucket,is_high_priority,road_closure,severity_score,severity_label,police_station,veh_type
FKID007859,unplanned,vehiclebreakdown,2024-01-17 01:22:14.477000+00:00,12.9802472,77.5705285,Non-corridor,Central Zone 2,KhodaysCircle(DV UrsCircle),Low,False,1,2,1,0,0.09604237027777779,1,short,0,0,0,Low,Chamarajpet,ksrtc_bus
FKID007972,unplanned,vehiclebreakdown,2024-01-21 00:32:12.843000+00:00,12.9804342,77.5712219,Non-corridor,,KhodaysCircle(DV UrsCircle),Low,False,0,6,1,1,0.9849430005555555,0,short,0,0,0,Low,Sheshadripuram,
FKID007072,unplanned,vehiclebreakdown,2023-12-21 00:08:34.352000+00:00,12.9820774,77.5700018,Non-corridor,Central Zone 2,PlatformRdJunction,Low,True,0,3,12,0,0.9849430005555555,0,short,0,1,40,Medium,Sheshadripuram,lcv
FKID005925,unplanned,potholes,2023-11-15 06:04:07.732000+00:00,12.968955,77.5702333,Non-corridor,Central Zone 2,BinnyMillJunction,Low,False,6,2,11,0,840.1784044444445,1,extended,0,0,20,Low,Chamarajpet,
FKID000834,planned,construction,2024-02-10 00:04:24.946000+00:00,12.9745058,77.5704978,Non-corridor,,,Low,True,0,5,2,1,316.84955873833337,1,extended,0,1,60,Medium,Chamarajpet,
FKID000653,unplanned,potholes,2024-02-07 22:08:08.784000+00:00,13.0043228,77.7567049,Non-corridor,,,Low,False,22,2,2,0,380.7928399086111,1,extended,0,0,20,Low,Mahadevapura,
FKID002991,unplanned,construction,2024-03-26 04:39:18.421000+00:00,13.0041957,77.7569011,Non-corridor,,,Low,False,4,1,3,0,85.8229036825,1,extended,0,0,20,Low,Mahadevapura,
FKID003630,unplanned,accident,2023-11-28 04:13:02.377000+00:00,13.03322531,77.72154725,Non-corridor,East Zone 2,,Low,False,4,1,11,0,0.9849430005555555,0,short,0,0,0,Low,K.R. Pura,
FKID003485,unplanned,construction,2024-04-01 01:56:08.827000+00:00,12.9363582,77.703834,Non-corridor,,,Low,False,1,0,4,0,49.397982300833334,1,extended,0,0,20,Low,HAL Old Airport,
FKID007262,unplanned,vehiclebreakdown,2023-12-27 20:09:58.371000+00:00,13.040933,77.5889853,Bellary Road 1,North Zone 2,HebbalFlyoverJunc,High,False,20,2,12,0,0.11964635972222222,1,short,1,0,25,Low,Kodigehalli,heavy_vehicle
FKID005402,unplanned,accident,2023-12-19 21:18:49.866528+00:00,12.9948122,77.693173,Non-corridor,East Zone 1,,Low,False,21,1,12,0,3.6021111186111114,1,medium,0,0,20,Low,Mahadevapura,
FKID008107,unplanned,vehiclebreakdown,2024-01-25 08:59:36.608000+00:00,12.9708219,77.5663003,Non-corridor,,BinnyMillJunction,Low,False,8,3,1,0,0.8213108025000001,1,short,0,0,0,Low,Magadi Road,bmtc_bus
FKID000854,unplanned,vehiclebreakdown,2024-02-10 00:19:52.318000+00:00,13.0194507,77.5842804,Bellary Road 1,,,High,False,0,5,2,1,0.9849430005555555,0,short,1,0,25,Low,R.T. Nagar,others
FKID001049,unplanned,tree_fall,2024-02-13 04:20:20.608000+00:00,13.0192181,77.5844982,Bellary Road 1,,,High,False,4,1,2,0,0.9849430005555555,0,short,1,0,25,Low,R.T. Nagar,
FKID002966,unplanned,vehiclebreakdown,2024-03-07 09:26:09.816000+00:00,13.0193114,77.5841863,Bellary Road 1,,,High,False,9,3,3,0,0.9849430005555555,0,short,1,0,25,Low,R.T. Nagar,others
FKID004234,unplanned,vehiclebreakdown,2024-01-18 06:55:19.912000+00:00,13.0190687,77.5840829,Bellary Road 1,North Zone 2,,High,False,6,3,1,0,0.9849430005555555,0,short,1,0,25,Low,R.T. Nagar,others
FKID004269,unplanned,vehiclebreakdown,2024-01-19 00:17:56.117000+00:00,13.0193258,77.5842441,Bellary Road 1,North Zone 2,,High,False,0,4,1,0,0.9849430005555555,0,short,1,0,25,Low,R.T. Nagar,others
FKID004270,unplanned,vehiclebreakdown,2024-01-19 00:21:15.325000+00:00,13.0193398,77.584308,Bellary Road 1,North Zone 2,,High,False,0,4,1,0,0.9849430005555555,0,short,1,0,25,Low,R.T. Nagar,others
FKID004277,unplanned,vehiclebreakdown,2024-01-19 06:23:20.709000+00:00,13.0187717,77.586025,Bellary Road 1,North Zone 2,,High,False,6,4,1,0,1.858853341388889,1,medium,1,0,25,Low,R.T. Nagar,lcv
FKID002894,unplanned,road_conditions,2024-03-07 07:08:23.543000+00:00,12.9689741,77.5648072,Non-corridor,,,Low,True,7,3,3,0,621.1091196677778,1,extended,0,1,60,Medium,Chamarajpet,
FKID004043,unplanned,vehiclebreakdown,2024-04-07 00:36:40.900000+00:00,12.975654,77.5644982,Magadi Road,,,High,False,0,6,4,1,0.9849430005555555,0,short,1,0,25,Low,Magadi Road,others
FKID000091,unplanned,vehiclebreakdown,2024-01-31 01:22:31.388000+00:00,12.974757,77.5657216,Magadi Road,,,High,False,1,2,1,0,0.9849430005555555,0,short,1,0,25,Low,Magadi Road,lcv
FKID002484,unplanned,vehiclebreakdown,2024-03-21 06:08:57.101000+00:00,12.97418017,77.56631681,Magadi Road,,,High,False,6,3,3,0,0.9849430005555555,0,short,1,0,25,Low,Magadi Road,lcv
FKID003639,unplanned,waterlogging,2024-04-03 07:41:07.365000+00:00,12.97321487,77.56752566,Non-corridor,,,Low,False,7,2,4,0,0.9849430005555555,0,short,0,0,0,Low,Chamarajpet,
FKID007161,planned,procession,2023-12-23 21:39:56.477000+00:00,12.9738689,77.5662785,Magadi Road,Central Zone 2,LeprosyhospitalJunc,High,False,21,5,12,1,0.9849430005555555,0,short,1,0,25,Low,Magadi Road,
FKID007213,planned,procession,2023-12-26 02:26:15.600000+00:00,12.9740557,77.5662098,Magadi Road,Central Zone 2,LeprosyhospitalJunc,High,True,2,1,12,0,0.9849430005555555,0,short,1,1,65,Medium,Magadi Road,
FKID007248,planned,procession,2023-12-27 05:29:30.884000+00:00,12.9742147,77.5662877,Magadi Road,Central Zone 2,LeprosyhospitalJunc,High,True,5,2,12,0,0.028864740555555556,1,short,1,1,65,Medium,Magadi Road,
FKID007249,planned,procession,2023-12-27 05:31:20.838000+00:00,12.9741263,77.5662671,Magadi Road,Central Zone 2,LeprosyhospitalJunc,High,True,5,2,12,0,0.9849430005555555,0,short,1,1,65,Medium,Magadi Road,
FKID007499,unplanned,vehiclebreakdown,2024-01-04 23:57:43.280000+00:00,12.9749058,77.565832,Magadi Road,Central Zone 2,LeprosyhospitalJunc,High,False,23,3,1,0,1.6432646549999999,1,medium,1,0,25,Low,Magadi Road,bmtc_bus
FKID002825,unplanned,waterlogging,2024-03-07 06:41:00.454000+00:00,12.97119866,77.56672974,Non-corridor,,,Low,False,6,3,3,0,335.5286138563889,1,extended,0,0,20,Low,Magadi Road,
FKID003640,unplanned,waterlogging,2024-04-03 07:43:26.029000+00:00,12.97135887,77.56655109,Non-corridor,,,Low,False,7,2,4,0,0.5146961486111111,1,short,0,0,0,Low,Magadi Road,
FKID006396,unplanned,vehiclebreakdown,2023-12-01 19:05:27.557000+00:00,12.9712674,77.5664824,Non-corridor,Central Zone 2,BinnyMillJunction,Low,False,19,4,12,0,0.9849430005555555,0,short,0,0,0,Low,Magadi Road,lcv
FKID000071,unplanned,vehiclebreakdown,2024-01-31 01:24:44.373000+00:00,12.9688926,77.569795,Non-corridor,,,Low,False,1,2,1,0,0.4359755136111111,1,short,0,0,0,Low,Chamarajpet,auto
FKID002720,unplanned,tree_fall,2024-03-07 05:45:47.480000+00:00,12.9688404,77.5683589,Non-corridor,,,Low,True,5,3,3,0,67.88856410694444,1,extended,0,1,60,Medium,Chamarajpet,
FKID007487,planned,public_event,2024-01-04 21:06:15.166000+00:00,12.9688074,77.5679985,Non-corridor,Central Zone 2,BinnyMillJunction,Low,True,21,3,1,0,0.9849430005555555,0,short,0,1,55,Medium,Chamarajpet,
FKID008060,unplanned,waterlogging,2024-01-24 08:02:10.986000+00:00,12.921083,77.6628039,ORR East 1,,IbblurJunction',High,False,8,2,1,0,22.89806479388889,1,extended,1,0,45,Medium,Bellandur,
FKID004805,unplanned,vehiclebreakdown,2023-11-23 07:08:31.026000+00:00,13.0463398,77.7503866,Non-corridor,,,Low,False,7,3,11,0,0.9849430005555555,0,short,0,0,0,Low,K.R. Pura,private_bus
FKID004156,unplanned,potholes,2023-12-16 03:44:11.466000+00:00,12.811303,77.6654876,Non-corridor,,,Low,False,3,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Electronic City,
FKID004157,unplanned,potholes,2023-12-16 03:44:50.111000+00:00,12.8111169,77.6653577,Non-corridor,,,Low,False,3,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Electronic City,
FKID004158,unplanned,potholes,2023-12-16 03:45:34.932000+00:00,12.8110993,77.6653192,Non-corridor,,,Low,False,3,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Electronic City,
FKID000746,unplanned,potholes,2024-02-08 21:45:34.945000+00:00,12.8209447,77.6869068,Non-corridor,,,Low,False,21,3,2,0,0.9849430005555555,0,short,0,0,0,Low,Electronic City,
FKID000936,unplanned,potholes,2024-02-11 04:43:36.905000+00:00,12.8208758,77.6868384,Non-corridor,,,Low,False,4,6,2,1,806.2551362552779,1,extended,0,0,20,Low,Electronic City,
FKID003668,unplanned,potholes,2023-12-23 21:16:11.251000+00:00,12.8209099,77.6867811,Non-corridor,,,Low,False,21,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Electronic City,
FKID005077,unplanned,potholes,2023-12-16 03:40:34.466000+00:00,12.8067551,77.663391,Non-corridor,,,Low,False,3,5,12,1,0.9849430005555555,0,short,0,0,0,Low,Electronic City,
FKID003145,unplanned,potholes,2024-03-27 22:50:21.970000+00:00,13.0019662,77.6119643,Non-corridor,,,Low,False,22,2,3,0,0.9849430005555555,0,short,0,0,0,Low,K.G. Halli,
FKID006577,unplanned,vehiclebreakdown,2023-12-07 08:05:08.769000+00:00,12.99452,77.6051983,Non-corridor,Central Zone 2,HainsJunc,Low,False,8,3,12,0,0.9849430005555555,0,short,0,0,0,Low,R.T. Nagar,private_bus
FKID004210,unplanned,vehiclebreakdown,2024-01-03 04:21:29.885000+00:00,12.9692815,77.7357346,Non-corridor,East Zone 1,,Low,False,4,2,1,0,0.8578613408333333,1,short,0,0,0,Low,Whitefield,others
FKID002092,planned,construction,2024-02-27 19:06:46+00:00,12.9721302,77.6070396,Old Madras Road,,,High,False,19,1,2,0,0.9849430005555555,0,short,1,0,25,Low,Ashok Nagar,
FKID006598,unplanned,vehiclebreakdown,2023-12-08 01:20:19.219000+00:00,12.9720741,77.6070253,Mysore Road,Central Zone 1,OperaHouseJunc,High,False,1,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Ashok Nagar,bmtc_bus
FKID000485,unplanned,waterlogging,2024-03-09 08:04:02.617000+00:00,12.9709573,77.6068549,Mysore Road,,,High,False,8,5,3,1,815.4180470719444,1,extended,1,0,45,Medium,Ashok Nagar,
FKID002140,unplanned,vehiclebreakdown,2024-02-28 06:01:37.671000+00:00,12.9703792,77.6066712,Mysore Road,,,High,False,6,2,2,0,0.9849430005555555,0,short,1,0,25,Low,Ashok Nagar,bmtc_bus
FKID000116,unplanned,potholes,2024-03-07 22:33:02.896000+00:00,12.9873237,77.6037885,Non-corridor,,,Low,False,22,3,3,0,0.9849430005555555,0,short,0,0,0,Low,Shivajinagar,
FKID000215,unplanned,potholes,2024-01-14 02:50:56.469000+00:00,12.9858066,77.6051199,Non-corridor,Central Zone 2,,Low,False,2,6,1,1,525.1700230883333,1,extended,0,0,20,Low,Shivajinagar,
FKID004266,unplanned,potholes,2024-01-18 23:23:57.334000+00:00,12.9858214,77.6050951,Non-corridor,Central Zone 2,,Low,False,23,3,1,0,0.9849430005555555,0,short,0,0,0,Low,Shivajinagar,
FKID005553,unplanned,potholes,2023-12-28 00:11:43.705000+00:00,12.987264,77.6038773,Non-corridor,Central Zone 2,,Low,False,0,3,12,0,0.9849430005555555,0,short,0,0,0,Low,Shivajinagar,
FKID003090,unplanned,potholes,2024-03-26 22:36:52.318000+00:00,12.9874903,77.6037887,Non-corridor,,,Low,False,22,1,3,0,0.9849430005555555,0,short,0,0,0,Low,Shivajinagar,
FKID005989,unplanned,vehiclebreakdown,2023-11-16 23:02:44+00:00,12.9550664,77.5957899,Non-corridor,Central Zone 1,BMTCJunction-K H Road,Low,False,23,3,11,0,0.9849430005555555,0,short,0,0,0,Low,Malleshwaram,bmtc_bus
FKID003338,unplanned,vehiclebreakdown,2024-03-29 22:34:17.104000+00:00,12.9807883,77.5723617,Non-corridor,,,Low,False,22,4,3,0,0.9849430005555555,0,short,0,0,0,Low,Sheshadripuram,private_bus
FKID001384,unplanned,vehiclebreakdown,2024-02-16 22:13:32.326000+00:00,12.9846104,77.5724988,Non-corridor,,,Low,False,22,4,2,0,1.055099348611111,1,medium,0,0,0,Low,Sheshadripuram,private_bus
FKID006352,unplanned,vehiclebreakdown,2023-11-30 05:13:35.700000+00:00,12.9846285,77.5721881,Non-corridor,Central Zone 2,KrishnaFlourMill,Low,False,5,3,11,0,0.9849430005555555,0,short,0,0,0,Low,Sheshadripuram,lcv
FKID006589,unplanned,vehiclebreakdown,2023-12-07 22:56:21.491000+00:00,12.9846924,77.5723255,Non-corridor,Central Zone 2,KrishnaFlourMill,Low,False,22,3,12,0,0.9849430005555555,0,short,0,0,0,Low,Sheshadripuram,bmtc_bus
FKID007247,unplanned,vehiclebreakdown,2023-12-27 05:00:03.577000+00:00,12.984989,77.5723991,Non-corridor,Central Zone 2,KrishnaFlourMill,Low,False,5,2,12,0,0.9849430005555555,0,short,0,0,0,Low,Sheshadripuram,ksrtc_bus
FKID007555,unplanned,vehiclebreakdown,2024-01-06 21:53:11.887000+00:00,12.9849478,77.5721899,Non-corridor,Central Zone 2,KrishnaFlourMill,Low,False,21,5,1,1,0.9849430005555555,0,short,0,0,0,Low,Sheshadripuram,private_bus
FKID008115,unplanned,tree_fall,2024-01-26 22:20:51.607000+00:00,12.9513831,77.5969375,Non-corridor,,SiddapuraJunction,Low,True,22,4,1,0,2.096209776666667,1,medium,0,1,60,Medium,Wilson Garden,
FKID002841,unplanned,tree_fall,2024-03-07 06:42:19.737000+00:00,12.9436771,77.5727648,Non-corridor,,,Low,True,6,3,3,0,0.9849430005555555,0,short,0,1,40,Medium,Basavanagudi,
FKID007320,unplanned,vehiclebreakdown,2023-12-29 05:16:19.309000+00:00,12.943615,77.5722,Non-corridor,West Zone 2,DMRoadJunc(Basavangudi),Low,False,5,4,12,0,0.9849430005555555,0,short,0,0,0,Low,Basavanagudi,others
FKID000845,unplanned,vehiclebreakdown,2024-03-11 21:14:14.812000+00:00,12.957054,77.567463,Non-corridor,,,Low,False,21,0,3,0,1.2503176666666667,1,medium,0,0,0,Low,V.V.Puram (C.Pet),bmtc_bus
FKID006531,unplanned,vehiclebreakdown,2023-12-06 04:39:57.286000+00:00,12.9437231,77.5679238,Non-corridor,Central Zone 2,HalliThindi,Low,False,4,2,12,0,0.9849430005555555,0,short,0,0,0,Low,Basavanagudi,bmtc_bus
FKID002899,unplanned,tree_fall,2024-03-07 07:29:34.259000+00:00,12.9454435,77.5678099,Non-corridor,,,Low,True,7,3,3,0,0.9849430005555555,0,short,0,1,40,Medium,Basavanagudi,
FKID003738,unplanned,tree_fall,2024-04-04 06:48:03.868000+00:00,12.9443371,77.5678074,Non-corridor,,,Low,False,6,3,4,0,0.9849430005555555,0,short,0,0,0,Low,Basavanagudi,
FKID005923,unplanned,vehiclebreakdown,2023-11-15 05:39:27.872000+00:00,12.9441559,77.5678438,Non-corridor,Central Zone 2,HalliThindi,Low,False,5,2,11,0,0.9849430005555555,0,short,0,0,0,Low,Basavanagudi,bmtc_bus
FKID006077,unplanned,vehiclebreakdown,2023-11-20 19:53:38.164000+00:00,12.9439816,77.5679382,Non-corridor,Central Zone 2,HalliThindi,Low,False,19,0,11,0,1.6374337347222223,1,medium,0,0,0,Low,Basavanagudi,bmtc_bus
FKID000456,unplanned,waterlogging,2024-03-09 07:47:29.202000+00:00,12.966254,77.625327,Non-corridor,,,Low,False,7,5,3,1,10.57932260138889,1,medium,0,0,20,Low,Halasur,
FKID001234,unplanned,vehiclebreakdown,2024-02-15 00:35:20.275000+00:00,12.96594,77.6253299,Non-corridor,,,Low,False,0,3,2,0,0.7126350613888889,1,short,0,0,0,Low,Halasur,private_car
FKID000360,unplanned,tree_fall,2024-03-08 22:39:34.023000+00:00,12.97457646,77.62552477,Old Madras Road,,,High,False,22,4,3,0,0.9849430005555555,0,short,1,0,25,Low,Halasur,
FKID000956,planned,procession,2024-02-11 08:52:04.910000+00:00,12.8897429,77.5634232,Non-corridor,,,Low,False,8,6,2,1,0.4851452011111111,1,short,0,0,0,Low,K.S. Layout,
FKID001388,unplanned,vehiclebreakdown,2024-03-14 22:53:09.439000+00:00,13.0166851,77.5590135,Tumkur Road,,,High,False,22,3,3,0,0.22109256527777776,1,short,1,0,25,Low,Yeshwanthpura,private_car
FKID007174,unplanned,vehiclebreakdown,2023-12-24 07:11:01.322000+00:00,13.01776168,77.55853225,Tumkur Road,West Zone 2,YeshwanthpuraCircle,High,False,7,6,12,1,0.3790421525,1,short,1,0,25,Low,Yeshwanthpura,lcv
FKID007892,unplanned,vehiclebreakdown,2024-01-18 05:10:53.593000+00:00,13.0169672,77.5579983,Tumkur Road,West Zone 2,YeshwanthpuraCircle,High,False,5,3,1,0,0.9849430005555555,0,short,1,0,25,Low,Yeshwanthpura,heavy_vehicle
FKID008099,unplanned,tree_fall,2024-01-25 08:23:54.938000+00:00,13.0180935,77.5579148,Tumkur Road,,YeshwanthpuraCircle,High,False,8,3,1,0,0.4051708958333333,1,short,1,0,25,Low,Yeshwanthpura,
FKID003940,unplanned,waterlogging,2024-04-06 07:10:55.821000+00:00,13.0151263,77.559691,Tumkur Road,,,High,False,7,5,4,1,288.55963866944444,1,extended,1,0,45,Medium,Yeshwanthpura,
FKID006640,unplanned,vehiclebreakdown,2023-12-08 23:57:25+00:00,12.9651619,77.5682358,Mysore Road,Central Zone 2,Dr TCM RoyanRd near AmbedkarStatue,High,False,23,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Chamarajpet,auto
FKID006641,unplanned,accident,2023-12-08 23:58:38.210000+00:00,12.9651619,77.5682358,Mysore Road,Central Zone 2,Dr TCM RoyanRd near AmbedkarStatue,High,False,23,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Chamarajpet,
FKID006642,unplanned,potholes,2023-12-08 23:59:43.341000+00:00,12.9651619,77.5682358,Mysore Road,Central Zone 2,Dr TCM RoyanRd near AmbedkarStatue,High,False,23,4,12,0,22.164605039444442,1,extended,1,0,45,Medium,Chamarajpet,
FKID006643,unplanned,construction,2023-12-09 00:00:04.456000+00:00,12.9651619,77.5682358,Mysore Road,Central Zone 2,Dr TCM RoyanRd near AmbedkarStatue,High,False,0,5,12,1,22.15778867527778,1,extended,1,0,45,Medium,Chamarajpet,
FKID007935,unplanned,vehiclebreakdown,2024-01-19 19:51:20.924000+00:00,12.9670223,77.6091312,Mysore Road,,MotherTeressaCircle,High,False,19,4,1,0,0.9849430005555555,0,short,1,0,25,Low,Ashok Nagar,heavy_vehicle
FKID000721,unplanned,vehiclebreakdown,2024-03-10 23:13:23.589000+00:00,12.9842607,77.6002114,Non-corridor,,,Low,False,23,6,3,1,2.153313058888889,1,medium,0,0,20,Low,Shivajinagar,heavy_vehicle
FKID004500,unplanned,vehiclebreakdown,2024-01-22 02:04:20.007000+00:00,13.0266017,77.5872681,Bellary Road 1,,,High,False,2,0,1,0,0.6069124177777778,1,short,1,0,25,Low,R.T. Nagar,bmtc_bus
FKID002005,unplanned,protest,2024-02-26 00:59:44.929000+00:00,13.03203291,77.53807068,Tumkur Road,,,High,False,0,0,2,0,0.9849430005555555,0,short,1,0,40,Medium,Yeshwanthpura,
FKID006131,unplanned,vehiclebreakdown,2023-11-21 21:12:33.928000+00:00,12.9779515,77.6018514,Old Madras Road,Central Zone 1,Shivajinagar(BRV)Junction,High,False,21,1,11,0,0.9849430005555555,0,short,1,0,25,Low,Cubbon Park,bmtc_bus
FKID007940,unplanned,vehiclebreakdown,2024-01-19 21:44:02.654000+00:00,12.9769196,77.6022359,Old Madras Road,,AnilKumbleCircle,High,False,21,4,1,0,0.9849430005555555,0,short,1,0,25,Low,Cubbon Park,bmtc_bus
FKID001665,unplanned,potholes,2024-02-20 21:28:15.969000+00:00,12.9807052,77.6028336,CBD 1,,,High,False,21,1,2,0,0.9849430005555555,0,short,1,0,25,Low,Shivajinagar,
FKID005874,unplanned,potholes,2023-11-13 22:27:12.993000+00:00,12.9809483,77.6030933,CBD 1,Central Zone 2,Shivajinagar(BRV)Junction,High,False,22,0,11,0,948.7528862241667,1,extended,1,0,45,Medium,Shivajinagar,
FKID003150,unplanned,vehiclebreakdown,2024-03-28 01:36:14.353000+00:00,12.9800149,77.602535,CBD 1,,,High,False,1,3,3,0,0.7442337041666667,1,short,1,0,25,Low,Shivajinagar,private_car
FKID004012,unplanned,vehiclebreakdown,2024-04-06 21:13:02.448000+00:00,12.9792233,77.6025466,Old Madras Road,,,High,False,21,5,4,1,1.5565103163888887,1,medium,1,0,25,Low,Shivajinagar,private_car
FKID006809,unplanned,vehiclebreakdown,2023-12-15 01:49:46.859000+00:00,12.9789323,77.6022673,Old Madras Road,Central Zone 1,Shivajinagar(BRV)Junction,High,False,1,4,12,0,0.9849430005555555,0,short,1,0,25,Low,Cubbon Park,bmtc_bus
FKID003889,unplanned,vehiclebreakdown,2024-04-06 03:58:52.455000+00:00,12.9831191,77.6034186,Non-corridor,,,Low,False,3,5,4,1,0.9849430005555555,0,short,0,0,0,Low,Shivajinagar,bmtc_bus
FKID006986,unplanned,vehiclebreakdown,2023-12-18 07:21:03.774000+00:00,12.983283,77.6033745,Non-corridor,Central Zone 2,Shivajinagar(BRV)Junction,Low,False,7,0,12,0,0.9849430005555555,0,short,0,0,0,Low,Shivajinagar,bmtc_bus
FKID007912,unplanned,vehiclebreakdown,2024-01-18 22:56:53.791000+00:00,12.9822816,77.6033728,Non-corridor,Central Zone 2,Shivajinagar(BRV)Junction,Low,False,22,3,1,0,0.43779803944444445,1,short,0,0,0,Low,Shivajinagar,bmtc_bus
FKID005522,unplanned,vehiclebreakdown,2023-12-26 07:22:22.370000+00:00,13.0028147,77.6835432,Non-corridor,East Zone 2,,Low,False,7,1,12,0,1.829020271388889,1,medium,0,0,0,Low,K.R. Pura,heavy_vehicle
FKID005585,unplanned,debris,2023-12-29 20:27:36.327000+00:00,12.9496773,77.5596009,Non-corridor,West Zone 2,,Low,False,20,4,12,0,2448.9983896913886,1,extended,0,0,20,Low,Basavanagudi,
FKID000438,unplanned,vehiclebreakdown,2024-02-04 12:08:24.389000+00:00,13.0390527,77.7395319,Non-corridor,,,Low,False,12,6,2,1,0.9849430005555555,0,short,0,0,0,Low,K.R. Pura,heavy_vehicle
FKID001768,unplanned,vehiclebreakdown,2024-02-22 04:01:55.844000+00:00,13.0391723,77.7399836,Non-corridor,,,Low,False,4,3,2,0,0.0535561975,1,short,0,0,0,Low,K.R. Pura,heavy_vehicle
FKID001771,unplanned,vehiclebreakdown,2024-02-22 04:05:11.861000+00:00,13.0390181,77.7400752,Non-corridor,,,Low,False,4,3,2,0,2.0482800405555555,1,medium,0,0,20,Low,K.R. Pura,heavy_vehicle
FKID004236,unplanned,accident,2024-01-18 09:59:12.464000+00:00,13.0059006,77.636093,Non-corridor,North Zone 1,,Low,False,9,3,1,0,0.9849430005555555,0,short,0,0,0,Low,Banaswadi,
FKID007818,unplanned,vehiclebreakdown,2024-01-16 00:09:52.321000+00:00,13.0258275,77.640718,ORR North 1,East Zone 2,KalyanNagar-ORR Junc,High,False,0,1,1,0,0.9849430005555555,0,short,1,0,25,Low,Hennuru,lcv
FKID004320,unplanned,vehiclebreakdown,2024-01-06 03:13:25.261000+00:00,13.0482728,77.4864341,Non-corridor,,,Low,False,3,5,1,1,0.9849430005555555,0,short,0,0,0,Low,No Police Station,bmtc_bus
FKID006706,unplanned,tree_fall,2023-12-11 12:07:49.670000+00:00,12.9783724,77.6422748,IRR(Thanisandra road),Central Zone 1,BM ShriJunc(CMH-100FtRd)Junc,High,True,12,0,12,0,0.9849430005555555,0,short,1,1,65,Medium,Jeevanbheemanagar,
FKID003354,unplanned,potholes,2024-03-30 00:51:13.071000+00:00,12.9782283,77.6387918,IRR(Thanisandra road),,,High,False,0,5,3,1,0.9849430005555555,0,short,1,0,25,Low,Jeevanbheemanagar,
FKID003266,unplanned,tree_fall,2024-03-29 07:24:24.426000+00:00,12.9784884,77.6440505,Non-corridor,,,Low,False,7,4,3,0,0.9849430005555555,0,short,0,0,0,Low,Jeevanbheemanagar,
FKID003256,unplanned,tree_fall,2024-03-29 07:08:07.506000+00:00,12.9784906,77.6455742,Non-corridor,,,Low,True,7,4,3,0,0.9849430005555555,0,short,0,1,40,Medium,Jeevanbheemanagar,
FKID000429,unplanned,potholes,2024-02-04 07:22:46.656000+00:00,12.9856687,77.5977511,,,,High,False,7,6,2,1,0.9849430005555555,0,short,1,0,25,Low,Shivajinagar,
FKID004199,unplanned,vehiclebreakdown,2023-12-29 20:50:16.202000+00:00,13.0357139,77.7365339,Non-corridor,,,Low,False,20,4,12,0,0.9849430005555555,0,short,0,0,0,Low,K.R. Pura,heavy_vehicle
FKID000234,unplanned,vehiclebreakdown,2024-02-01 20:14:54.004000+00:00,13.0176948,77.553788,Tumkur Road,,,High,False,20,3,2,0,0.3695787847222222,1,short,1,0,25,Low,Yeshwanthpura,others
FKID002861,unplanned,vehiclebreakdown,2024-03-24 21:39:30.020000+00:00,13.0174925,77.553745,Tumkur Road,,,High,False,21,6,3,1,0.10266077222222222,1,short,1,0,25,Low,Yeshwanthpura,private_bus
FKID002913,unplanned,vehiclebreakdown,2024-03-25 03:06:38.388000+00:00,13.0188112,77.5534119,Tumkur Road,,,High,False,3,0,3,0,0.9849430005555555,0,short,1,0,25,Low,Yeshwanthpura,ksrtc_bus
FKID002765,unplanned,vehiclebreakdown,2024-03-23 23:22:10.356000+00:00,12.9957307,77.5506997,West of Chord Road,,,High,False,23,5,3,1,1.2108919961111113,1,medium,1,0,25,Low,Vijayanagara,others
FKID003257,unplanned,tree_fall,2024-03-29 07:07:59.688000+00:00,12.9950833,77.5508717,West of Chord Road,,,High,True,7,4,3,0,0.9849430005555555,0,short,1,1,65,Medium,Rajajinagar,
FKID006127,unplanned,vehiclebreakdown,2023-11-21 20:29:57.955000+00:00,12.9621302,77.5335461,West of Chord Road,West Zone 2,AttiguppeCircleJunction,High,False,20,1,11,0,0.21697684222222222,1,short,1,0,25,Low,Byatarayanapura,bmtc_bus
FKID006307,unplanned,vehiclebreakdown,2023-11-28 23:32:15.147000+00:00,12.989235,77.5503267,West of Chord Road,West Zone 2,ShivanahalliJunctionWOC,High,False,23,1,11,0,0.9849430005555555,0,short,1,0,25,Low,Vijayanagara,bmtc_bus
FKID006430,unplanned,waterlogging,2023-12-02 21:37:16.318000+00:00,12.9994744,77.5499404,West of Chord Road,West Zone 1,ModiBridgeJunction,High,False,21,5,12,1,0.9849430005555555,0,short,1,0,25,Low,Malleshwaram,
FKID007490,unplanned,vehiclebreakdown,2024-01-04 22:26:50.656000+00:00,12.9738881,77.5420671,West of Chord Road,West Zone 2,VijayanagarBusStandJunction,High,False,22,3,1,0,0.9849430005555555,0,short,1,0,25,Low,Vijayanagara,heavy_vehicle
